label	topic_id	annotator1	annotator2	annotator3	annotator4	annotator5	annotator6	annotator7	annotator8	annotator9	annotator10
osteoporosis	171.0	2	3	3.0	1.0	2.0	3.0	2.0	3.0		
calcification	171.0	3	2	2.0	1.0	1.0	3.0				
fibrosis	171.0	1	2	2.0	2.0	2.0	1.0	0.0			
extracellular matrix	171.0	1	0	2.0	2.0	2.0					
cartilage	171.0	3	1	1.0	2.0	1.0	2.0	3.0			
bone tissue	171.0	3	2	3.0	3.0	3.0	2.0				
bone fracture	171.0	1	3	2.0	3.0	0.0	0.0				
intervertebral disc	171.0	2	1	1.0	2.0	1.0	1.0				
osteoblast	171.0	1	0	0.0	1.0	1.0	3.0	2.0			
tendon	171.0	2	2	1.0	0.0	0.0	0.0	1.0	1.0	1.0	
soft tissue	171.0	2	2	2.0	1.0						
bone	171.0	3	0	0.0	2.0	2.0					
inflammation	171.0	2	1	1.0	1.0	2.0					
collagen	171.0	2	2	2.0	2.0	3.0	3.0	1.0	2.0	2.0	3.0
connective tissue	171.0	2	2	2.0	3.0	1.0	1.0	1.0			
bone resorption	171.0	2	1	2.0	2.0	2.0					
glutathione	172.0	1	0	0.0	1.0	1.0					
hydrolysis	172.0	2	0	0.0	1.0	1.0					
nitric oxide	172.0	2	1	1.0	0.0	1.0	2.0	1.0			
oxidative stress	172.0	2	2	3.0	1.0	1.0	3.0	3.0			
bacteria	172.0	1	1	3.0	2.0	0.0	0.0	1.0	2.0	2.0	
reactive oxygen species	172.0	1	2	3.0	2.0	1.0	1.0	2.0	3.0	3.0	
lipid	172.0	1	1	3.0	1.0	2.0	1.0	0.0			
superoxide dismutase	172.0	2	1	1.0	3.0	2.0	1.0				
enzyme	172.0	2	1	1.0	1.0	1.0					
superoxide	172.0	2	0	1.0	2.0	1.0					
antioxidant	172.0	2	3	2.0	3.0	3.0	3.0	3.0			
hemoglobin	172.0	1	1	2.0	3.0	2.0	1.0	3.0			
glycolysis	172.0	2	1	2.0	2.0	0.0	1.0				
metabolism	172.0	1	1	1.0	3.0	2.0	2.0	2.0			
phenols	172.0	1	1	2.0	1.0	1.0	0.0				
cysteine	172.0	1	2	1.0	2.0	2.0	1.0				
oxidative phosphorylation	172.0	2	2	2.0	3.0	1.0	3.0	1.0	2.0		
amino acid	172.0	2	2	0.0	1.0	3.0	1.0				
cytochrome p450	172.0	1	2	2.0	0.0	1.0	2.0				
non-coding rna	173.0	3	0	2.0	0.0	0.0	2.0	0.0			
gene expression	173.0	3	2	1.0	1.0	3.0	2.0	3.0			
transcription factor	173.0	2	1	1.0	3.0	2.0					
microrna	173.0	1	1	2.0	1.0	0.0	1.0	3.0			
kinase	173.0	1	1	1.0	1.0	2.0	0.0	1.0			
gene	173.0	0	2	2.0	3.0	3.0	3.0	1.0	1.0	3.0	
dna methylation	173.0	1	2	2.0	2.0	1.0	3.0	1.0			
dna repair	173.0	2	2	2.0	3.0	1.0	1.0	1.0	2.0	3.0	
nf-κb	173.0	0	2	0.0	2.0	0.0	1.0				
repressor	173.0	3	1	1.0	2.0	1.0					
p53	173.0	0	0	1.0	1.0	1.0					
signal transduction	173.0	1	2	0.0	3.0	1.0	1.0	1.0			
messenger rna	173.0	3	2	0.0	1.0	1.0	0.0	3.0	3.0		
transactivation	173.0	1	0	3.0	3.0	1.0	1.0				
alternative splicing	173.0	0	1	1.0	2.0	1.0					
long non-coding rna	173.0	1	1	1.0	1.0	1.0	0.0				
transcriptional regulation	173.0	3	0	1.0							
gene silencing	173.0	1	2	1.0	1.0	2.0	0.0	0.0			
gene product	173.0	3	3	2.0	3.0	2.0	2.0	2.0	2.0	1.0	
multiple myeloma	174.0	1	2	2.0							
ulcerative colitis	174.0	1	1	3.0	0.0	3.0	1.0				
brachytherapy	174.0	1	3	1.0	1.0	3.0					
prostate	174.0	2	3	1.0	1.0	1.0	0.0	0.0			
colorectal cancer	174.0	1	1	0.0	3.0	2.0	2.0	1.0	2.0		
radiation therapy	174.0	3	3	1.0	3.0	3.0	3.0	2.0			
cancer	174.0	2	2	2.0	3.0	2.0	3.0				
leukemia	174.0	1	1	2.0	0.0	1.0	0.0				
endometrial cancer	174.0	3	1	2.0	3.0	2.0	2.0	1.0	0.0	1.0	
thyroid	174.0	1	1	0.0	1.0	2.0	0.0				
hepatocellular carcinoma	174.0	1	1	2.0	2.0	0.0	2.0				
prostate cancer	174.0	2	0	2.0	1.0	0.0	3.0	1.0			
pancreas	174.0	2	1	2.0	2.0	1.0					
breast cancer	174.0	2	0	1.0	1.0	3.0					
chemotherapy	174.0	3	3	2.0	1.0	1.0					
melanoma	174.0	1	1	2.0	2.0	0.0	1.0				
lymphoma	174.0	2	2	0.0	2.0	2.0	2.0	2.0	0.0	1.0	
ovarian cancer	174.0	1	2	1.0	1.0	1.0	2.0	2.0	3.0	2.0	
pancreatic cancer	174.0	2	2	1.0	2.0	2.0	2.0	1.0			
optic nerve	175.0	3	2	3.0	3.0						
refractive error	175.0	1	3	2.0	0.0	1.0	2.0	1.0			
eye	175.0	3	2	2.0	2.0	3.0	2.0				
optic disc	175.0	1	2	2.0	2.0	1.0	1.0	2.0	3.0		
keratoconus	175.0	1	2	2.0	2.0	3.0	2.0	0.0	0.0		
glaucoma	175.0	2	2	2.0	3.0	2.0	3.0				
astigmatism	175.0	0	3	1.0	1.0	3.0	0.0				
strabismus	175.0	2	2	2.0	1.0	1.0	2.0	2.0			
visual acuity	175.0	3	3	2.0	2.0	1.0	2.0	2.0	2.0	3.0	
retina	175.0	0	3	2.0	1.0	1.0	3.0	1.0	3.0	2.0	
diabetic retinopathy	175.0	1	2	0.0	2.0						
intraocular pressure	175.0	2	2	1.0	1.0	2.0	2.0	2.0	2.0		
myopia	175.0	1	2	2.0	1.0						
astigmatism (eye)	175.0	3	3	2.0	3.0	3.0	1.0				
keratitis	175.0	0	1	1.0	2.0	1.0	0.0	0.0			
human eye	175.0	2	1	3.0	2.0	3.0	3.0				
visual field	175.0	2	1	3.0	2.0	2.0	0.0				
cornea	175.0	0	3	2.0	2.0	1.0					
visual system	175.0	1	3	1.0	2.0	3.0	3.0	2.0			
protease	176.0	2	1	1.0	1.0	2.0	2.0	1.0	2.0		
glycosylation	176.0	3	1	1.0	1.0	1.0	2.0	1.0	2.0		
ubiquitin	176.0	1	0	2.0	1.0	0.0	1.0	1.0			
cysteine	176.0	0	1	1.0	1.0	0.0	0.0				
protein structure	176.0	3	3	3.0	2.0	3.0					
enzyme	176.0	1	1	2.0	3.0	3.0	1.0	3.0	1.0		
actin	176.0	0	3	3.0	1.0						
amino acid	176.0	3	2	2.0	2.0	1.0	3.0				
protein	176.0	1	2	2.0	3.0	3.0	3.0				
disulfide	176.0	0	1	1.0	1.0	2.0	1.0	1.0			
active site	176.0	2	2	0.0	2.0	1.0	3.0	0.0	3.0	1.0	
c-terminus	176.0	2	2	1.0	3.0	2.0					
ligand	176.0	1	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
binding site	176.0	0	0	0.0	3.0	2.0					
protein domain	176.0	3	3	2.0	1.0	1.0	3.0				
hydrolysis	176.0	2	3	1.0	2.0	2.0	1.0				
proteolysis	176.0	2	1	1.0	1.0	1.0	2.0				
transcription factor	176.0	0	2	1.0	2.0	2.0	3.0				
acetylation	176.0	1	1	1.0	0.0	2.0	1.0	0.0			
polymorphism (biology)	177.0	2	3	1.0	2.0	0.0	2.0	0.0			
phenotype	177.0	2	2	3.0	2.0	3.0	0.0				
allele	177.0	1	0	2.0	2.0	3.0	3.0				
chromosome	177.0	2	2	2.0	3.0	2.0	0.0	0.0			
linkage disequilibrium	177.0	2	2	1.0	2.0	1.0	3.0	1.0			
genotype	177.0	0	0	1.0	3.0	3.0					
dna methylation	177.0	0	2	2.0	3.0	1.0	1.0	3.0	2.0		
haplotype	177.0	1	1	1.0	0.0	3.0					
human genome	177.0	1	3	2.0	2.0	3.0	3.0	2.0			
single-nucleotide polymorphism	177.0	0	3	1.0	2.0	1.0	2.0	1.0	1.0	1.0	
mutation	177.0	2	2	3.0	3.0						
mitochondrial dna	177.0	2	1	3.0	1.0	2.0	2.0	1.0			
genetics	177.0	3	3	2.0	0.0	3.0	3.0	3.0	3.0		
chromosome 7 (human)	177.0	2	2	2.0	2.0	3.0	2.0	1.0	2.0	2.0	
point mutation	177.0	2	3	2.0	2.0	2.0	2.0	1.0			
genetic association	177.0	2	1	2.0	1.0	3.0	3.0				
genetic variation	177.0	3	2	3.0	3.0						
gene	177.0	0	3	0.0	3.0	3.0					
y chromosome	177.0	2	3	2.0	2.0	2.0	1.0				
miscarriage	178.0	3	0	1.0	0.0	1.0	2.0	2.0	1.0	2.0	
infertility	178.0	2	0	2.0	2.0	1.0	1.0				
infant	178.0	2	1	1.0	2.0	1.0	2.0	1.0	2.0		
prenatal care	178.0	2	2	2.0	2.0	2.0	3.0				
stillbirth	178.0	1	1	1.0	1.0	3.0	2.0	3.0	1.0	2.0	
ectopic pregnancy	178.0	1	2	1.0	1.0	1.0					
pre-eclampsia	178.0	3	1	1.0	1.0	1.0					
fetus	178.0	3	1	3.0	2.0	2.0	3.0	3.0	3.0	3.0	
infant mortality	178.0	1	3	2.0	2.0	3.0	3.0				
pregnancy	178.0	3	3	1.0	3.0	0.0	3.0	0.0			
childbirth	178.0	1	2	1.0	3.0	3.0	1.0	2.0	3.0	3.0	
preterm birth	178.0	2	2	3.0	3.0	3.0	3.0	3.0			
maternal health	178.0	3	3	3.0	2.0	3.0	3.0	2.0	1.0	3.0	
placental abruption	178.0	1	1	1.0	2.0	1.0	2.0				
caesarean section	178.0	1	2	2.0	3.0	2.0	2.0	1.0	1.0		
birth	178.0	3	2	3.0	3.0	3.0	1.0	3.0			
low birth weight	178.0	1	1	2.0	1.0	1.0	1.0				
gestational age	178.0	3	1	3.0	2.0	0.0	0.0	2.0	0.0		
breastfeeding	178.0	0	3	1.0							
revascularization	179.0	2	2	2.0	0.0	0.0	1.0	1.0			
elective surgery	179.0	2	2	2.0	1.0	3.0	3.0	2.0			
local anesthesia	179.0	1	2	3.0	3.0	3.0	3.0	1.0	1.0		
abdominal surgery	179.0	2	2	1.0	2.0	0.0	1.0				
intubation	179.0	2	2	2.0	2.0	2.0					
general anaesthesia	179.0	2	1	1.0	1.0	1.0	1.0	2.0	1.0		
liver transplantation	179.0	3	2	2.0	1.0	2.0	2.0	1.0			
breast surgery	179.0	2	1	1.0	1.0	1.0					
cholecystectomy	179.0	1	2	1.0	1.0	1.0	1.0	1.0			
chemotherapy	179.0	1	1	1.0	2.0	2.0	1.0				
hemodialysis	179.0	0	1	2.0	0.0	3.0	2.0	1.0	1.0	1.0	1.0
neurosurgery	179.0	2	2	2.0	3.0	0.0	1.0				
bowel resection	179.0	2	1	1.0	2.0	1.0	1.0				
colonoscopy	179.0	3	2	0.0	1.0	3.0	3.0	0.0			
radiation therapy	179.0	1	1	1.0	3.0	1.0	1.0	1.0	2.0		
hysterectomy	179.0	0	2	1.0	1.0	2.0	1.0	2.0			
pneumonectomy	179.0	1	2	2.0	0.0	2.0	1.0	2.0	2.0	1.0	
medical procedure	179.0	0	0	3.0	0.0						
surgery	179.0	2	3	2.0	2.0	3.0	3.0				
shoulder	180.0	1	1	1.0	1.0	0.0	1.0	1.0			
thigh	180.0	2	2	1.0	1.0	1.0	2.0	1.0			
knee	180.0	1	1	3.0	2.0	2.0	3.0				
lateral meniscus	180.0	2	3	3.0	1.0						
calcaneus	180.0	1	2	1.0	2.0	2.0	2.0	1.0			
ankle	180.0	1	3	2.0	2.0	3.0	3.0				
rotator cuff	180.0	2	1	0.0	1.0	0.0	1.0				
biceps	180.0	0	2	3.0	1.0	0.0	1.0	2.0	1.0	1.0	
shoulder joint	180.0	2	1	1.0	3.0	1.0	1.0				
wrist	180.0	1	1	2.0	0.0	2.0	0.0	1.0	1.0	1.0	
ligament	180.0	2	0	3.0	2.0	2.0	1.0	3.0			
tibia	180.0	3	2	3.0	1.0						
clavicle	180.0	2	0	0.0	2.0	0.0					
femur	180.0	1	1	1.0	2.0	3.0	2.0	2.0	1.0		
elbow	180.0	2	1	1.0	1.0	1.0	1.0	1.0			
forearm	180.0	0	0	1.0	2.0	0.0					
pelvis	180.0	1	1	0.0	1.0	1.0	1.0				
medial collateral ligament	180.0	2	1	2.0	2.0	1.0	2.0	3.0	2.0		
anterior cruciate ligament	180.0	2	1	1.0	1.0	2.0	1.0	1.0			
bupropion	181.0	2	0	1.0	1.0	2.0	0.0				
adjuvant therapy	181.0	2	3	1.0	3.0	3.0	1.0	1.0			
patient safety	181.0	3	1	2.0	1.0	2.0	1.0	2.0			
clinical trial	181.0	2	0	0.0	3.0	1.0					
cognitive behavioral therapy	181.0	0	0	3.0	1.0	2.0	1.0	0.0			
chemotherapy	181.0	1	3	1.0	2.0	2.0	3.0	3.0			
electroconvulsive therapy	181.0	2	2	1.0	1.0						
clinical research	181.0	3	2	3.0	3.0	3.0	3.0	2.0	3.0	3.0	
pharmacotherapy	181.0	1	3	3.0	3.0	2.0	2.0				
hormone replacement therapy (menopause)	181.0	2	1	1.0	2.0	2.0	0.0	1.0	2.0		
therapy	181.0	3	2	2.0	3.0	1.0	3.0	2.0			
antidepressant	181.0	1	1	2.0	1.0	3.0	2.0	1.0	0.0		
clozapine	181.0	1	0	2.0	2.0	2.0	2.0	1.0			
comorbidity	181.0	2	2	2.0	0.0	2.0	1.0	2.0			
palliative care	181.0	1	1	2.0	3.0	2.0	2.0				
major depressive disorder	181.0	2	3	1.0	2.0	0.0	1.0	2.0			
antipsychotic	181.0	0	2	0.0	3.0	0.0					
pain management	181.0	2	2	2.0	1.0	2.0					
exacerbation	181.0	2	0	1.0	2.0	0.0	0.0	1.0			
concussion	182.0	3	2	3.0	2.0	2.0	1.0	3.0	1.0		
traumatic brain injury	182.0	2	1	3.0	3.0	3.0	3.0	3.0			
intracranial pressure	182.0	1	1	3.0	2.0	2.0	2.0				
central nervous system	182.0	1	2	1.0	1.0	2.0	1.0	2.0	2.0	2.0	
head injury	182.0	2	3	2.0	3.0	3.0	3.0	2.0	2.0		
cerebellum	182.0	2	2	0.0							
nervous system	182.0	1	3	1.0	2.0	2.0	2.0	3.0			
aneurysm	182.0	0	0	1.0	1.0	1.0	2.0				
spinal cord injury	182.0	1	2	2.0	3.0	2.0	1.0	3.0	2.0		
optic nerve	182.0	0	1	2.0	1.0	1.0	2.0	1.0			
brain injury	182.0	3	3	1.0	2.0	2.0	3.0	3.0	2.0		
brain	182.0	3	3	1.0	1.0	3.0					
brainstem	182.0	0	2	2.0	1.0	1.0	2.0				
brain damage	182.0	3	3	2.0	3.0	3.0					
nerve	182.0	1	1	1.0	2.0	1.0	1.0	2.0	2.0		
paralysis	182.0	2	1	0.0	3.0	1.0	1.0				
spinal cord	182.0	0	0	0.0	2.0	3.0	0.0				
brain herniation	182.0	0	2	0.0	2.0	2.0					
subdural hematoma	182.0	2	1	2.0	1.0	2.0					
major depressive disorder	183.0	1	1	2.0	3.0	2.0	1.0	2.0	3.0	2.0	
epilepsy	183.0	0	0	3.0	1.0						
fibromyalgia	183.0	1	2	2.0	1.0	3.0	1.0	2.0	1.0		
hypothyroidism	183.0	2	1	2.0	3.0	1.0	1.0	2.0	1.0	0.0	
systemic lupus erythematosus	183.0	2	3	2.0	3.0	2.0	2.0	0.0	1.0		
mental disorder	183.0	2	2	2.0	2.0	2.0					
asymptomatic	183.0	1	2	2.0	1.0	0.0	2.0				
symptom	183.0	3	2	3.0	0.0	2.0	3.0	2.0	2.0		
hyperthyroidism	183.0	2	0	0.0	1.0	1.0	3.0	1.0			
rheumatoid arthritis	183.0	1	1	1.0	3.0	1.0	1.0	1.0	1.0		
sarcoidosis	183.0	2	1	1.0	3.0	2.0	1.0	1.0			
peripheral neuropathy	183.0	1	2	1.0	1.0	1.0	2.0	1.0			
genetic disorder	183.0	2	2	2.0	1.0						
anemia	183.0	1	2	1.0	2.0	1.0	0.0	1.0	2.0		
schizophrenia	183.0	1	1	2.0	2.0	2.0	2.0				
dementia	183.0	3	2	1.0	2.0	0.0	1.0				
differential diagnosis	183.0	2	2	2.0	2.0	2.0					
comorbidity	183.0	2	1	1.0	2.0	2.0	1.0	2.0	1.0	2.0	
psychosis	183.0	2	3	2.0	2.0	2.0	2.0	1.0	2.0		
motor neuron	184.0	3	2	2.0	3.0	3.0	2.0	2.0	3.0		
neuron	184.0	0	0	2.0	3.0	2.0					
dopamine	184.0	2	1	2.0	1.0						
stimulation	184.0	2	2	3.0	0.0	3.0	1.0	2.0			
membrane potential	184.0	2	1	2.0	2.0	3.0	2.0				
stimulus (physiology)	184.0	2	2	3.0	3.0	3.0	2.0	2.0	3.0	3.0	
olfactory bulb	184.0	2	0	1.0							
synaptic plasticity	184.0	1	2	1.0	1.0	1.0	1.0	3.0	0.0	2.0	
depolarization	184.0	2	2	1.0	1.0	2.0	1.0	1.0			
nociception	184.0	1	1	2.0	1.0	3.0	2.0	2.0	1.0	2.0	2.0
sympathetic nervous system	184.0	2	3	3.0	2.0	2.0	3.0	2.0			
brain	184.0	2	2	2.0	2.0	1.0					
action potential	184.0	2	0	1.0	1.0	1.0	2.0				
autonomic nervous system	184.0	2	0	0.0	2.0	3.0					
neurotransmitter	184.0	1	2	3.0	2.0	1.0	1.0				
arousal	184.0	1	3	2.0	0.0	1.0	2.0	2.0			
acetylcholine	184.0	2	3	2.0	2.0	2.0	1.0	1.0	1.0		
central nervous system	184.0	2	1	2.0	3.0	3.0	2.0	2.0	2.0		
nervous system	184.0	3	3	3.0	2.0	3.0	2.0	2.0	3.0		
sweet potato	185.0	2	1	0.0	2.0	2.0	1.0				
barley	185.0	1	1	1.0	1.0	1.0	1.0	2.0			
sorghum	185.0	2	1	3.0	0.0	0.0	2.0	0.0	3.0		
endosperm	185.0	2	1	1.0	2.0	1.0	1.0	0.0	0.0		
cabbage	185.0	2	2	0.0	2.0						
potato	185.0	2	0	0.0	1.0	1.0					
legume	185.0	1	1	2.0	1.0	1.0	1.0				
germination	185.0	1	3	1.0	3.0	1.0	1.0	3.0			
rice	185.0	1	2	0.0	1.0	2.0	1.0	1.0			
maize	185.0	2	2	2.0	1.0	3.0	1.0	1.0			
tuber	185.0	1	1	1.0	1.0	1.0	0.0				
wheat	185.0	2	2	2.0	1.0	1.0	2.0				
fruit	185.0	0	1	1.0	2.0	1.0					
crop	185.0	3	1	2.0	2.0	1.0	3.0				
cassava	185.0	0	1	1.0	1.0	1.0	1.0				
soybean	185.0	1	1	1.0	2.0	1.0	0.0	0.0			
tomato	185.0	0	2	1.0	1.0	1.0	1.0				
vegetable	185.0	2	2	3.0	1.0	1.0	1.0				
seedling	185.0	3	2	3.0	2.0						
silicon	186.0	3	2	2.0							
nanomaterials	186.0	1	3	1.0	2.0						
nanowire	186.0	3	1	2.0	1.0						
nanoparticle	186.0	2	2	2.0	2.0						
graphene	186.0	1	3	3.0	2.0	1.0					
sol-gel	186.0	2	0	2.0	3.0	1.0	2.0	1.0			
lipid bilayer	186.0	0	1	2.0	0.0	1.0					
cathode	186.0	1	2	0.0	1.0	1.0	0.0				
biosensor	186.0	3	0	0.0							
quantum dot	186.0	0	2	1.0	1.0	1.0	1.0	1.0			
silicon dioxide	186.0	1	1	1.0	2.0	1.0	1.0	0.0			
polymer	186.0	1	1	1.0	2.0	1.0	0.0	2.0			
thin film	186.0	3	0	2.0	1.0	1.0	0.0				
carbon nanotube	186.0	3	2	3.0	2.0	1.0	3.0	2.0			
activated carbon	186.0	2	3	0.0							
adsorption	186.0	1	0	1.0	1.0	2.0	2.0				
sintering	186.0	1	1	1.0	1.0	0.0	1.0	1.0			
anode	186.0	1	2	1.0	2.0	1.0	2.0	3.0			
plasma (physics)	186.0	1	1	1.0	1.0	1.0	1.0				
metabolite	187.0	1	1	1.0	2.0	2.0	1.0	1.0			
ferulic acid	187.0	0	1	0.0	1.0	1.0	1.0	1.0			
hydrolysis	187.0	2	2	2.0	2.0	2.0	2.0	1.0			
phenols	187.0	1	2	2.0	2.0	0.0	2.0	1.0	1.0	1.0	
neurotoxin	187.0	0	2	0.0	3.0	1.0	1.0				
enzyme	187.0	1	2	1.0	3.0	0.0	0.0				
enzyme inhibitor	187.0	2	2	3.0	2.0	2.0	3.0	3.0			
pyridine	187.0	2	0	0.0	1.0	0.0	0.0	1.0			
antioxidant	187.0	1	2	0.0	2.0	0.0	1.0	1.0	2.0		
metabolism	187.0	3	1	1.0	2.0	1.0					
natural product	187.0	0	1	0.0	1.0	0.0	3.0				
cannabinoid	187.0	1	1	0.0	0.0	1.0	2.0				
nitric oxide	187.0	1	2	2.0	1.0	1.0	2.0	2.0	1.0		
glutathione	187.0	1	1	1.0	3.0	1.0	1.0	0.0			
anti-inflammatory	187.0	2	1	0.0	1.0	1.0	0.0				
berberine	187.0	1	1	0.0	2.0	0.0	1.0	1.0	2.0		
dopamine	187.0	3	1	3.0	3.0	1.0	1.0	2.0			
serotonin	187.0	1	2	1.0	0.0	1.0	2.0				
cytochrome p450	187.0	3	1	3.0	2.0	3.0	2.0				
human genome	188.0	3	3	3.0	3.0	2.0	1.0	3.0	2.0	2.0	1.0
gene	188.0	3	3	3.0	2.0	3.0	0.0	0.0			
alternative splicing	188.0	3	2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
rna	188.0	1	1	3.0	3.0	3.0	0.0	2.0	0.0		
long non-coding rna	188.0	1	1	0.0	3.0	2.0	2.0	3.0	1.0		
microrna	188.0	3	1	2.0	1.0	1.0	0.0	1.0			
dna methylation	188.0	0	3	2.0	3.0						
genomic dna	188.0	2	2	2.0	3.0	1.0	2.0				
encode	188.0	1	2	0.0	1.0	0.0	2.0				
messenger rna	188.0	1	3	1.0	1.0	3.0	2.0	2.0	0.0	2.0	
gene product	188.0	2	2	1.0	2.0	1.0	2.0	2.0	3.0	3.0	3.0
protein	188.0	2	3	3.0	2.0	2.0	1.0	1.0			
rna-seq	188.0	2	0	1.0	2.0	1.0	2.0				
dna repair	188.0	0	2	2.0	2.0	3.0	0.0	0.0			
transcriptome	188.0	2	1	1.0	1.0	1.0	3.0	1.0			
intron	188.0	1	0	0.0	2.0	2.0					
gene expression	188.0	3	1	3.0	2.0	2.0	2.0				
transcription factor	188.0	3	1	1.0	1.0	2.0	2.0				
non-coding rna	188.0	3	1	2.0	1.0	2.0	2.0	3.0			
genetic analysis	189.0	3	2	2.0	3.0	3.0	2.0	1.0			
phylogeography	189.0	3	1	1.0	3.0	3.0	1.0	3.0	3.0		
comparative genomics	189.0	2	2	0.0	1.0	3.0	2.0				
mitochondrial dna	189.0	2	1	2.0	3.0	3.0	1.0	1.0	3.0		
organism	189.0	0	1	1.0	1.0						
eukaryote	189.0	2	1	2.0	3.0						
speciation	189.0	2	2	2.0	2.0	0.0	0.0				
genetics	189.0	2	2	0.0	3.0	2.0	1.0				
dna sequencing	189.0	0	1	2.0	2.0						
genetic variation	189.0	1	2	1.0	2.0	2.0	2.0	2.0			
archaea	189.0	1	1	0.0	1.0	1.0					
population genetics	189.0	3	3	2.0	1.0						
genome size	189.0	3	2	2.0	3.0	1.0	2.0	3.0	2.0	1.0	
genome	189.0	1	3	1.0	1.0	1.0	3.0	3.0			
genetic diversity	189.0	2	2	2.0	1.0	2.0					
species complex	189.0	2	2	2.0	3.0	1.0	3.0	2.0			
phylogenetics	189.0	2	3	1.0	3.0	3.0	2.0	3.0	2.0		
mutation	189.0	0	2	3.0	3.0						
human genome	189.0	0	3	2.0							
transcription factor	190.0	0	0	0.0	0.0	3.0	2.0	0.0	1.0		
microtubule	190.0	1	2	1.0	1.0	2.0	2.0	1.0			
actin	190.0	1	1	0.0	3.0	1.0	1.0	2.0	1.0		
cell migration	190.0	2	0	0.0	2.0	3.0					
cell membrane	190.0	2	3	1.0	3.0	2.0					
extracellular	190.0	0	1	2.0	1.0	2.0	1.0	2.0			
cytosol	190.0	2	2	2.0	0.0	1.0	1.0	1.0	1.0	1.0	
apoptosis	190.0	0	2	0.0	1.0	1.0					
reactive oxygen species	190.0	0	2	1.0	2.0	2.0	2.0				
cell signaling	190.0	0	0	1.0	1.0	1.0					
extracellular matrix	190.0	1	1	1.0	3.0	1.0	1.0	1.0			
cell growth	190.0	0	0	2.0	2.0	1.0					
intracellular	190.0	2	1	1.0	2.0						
signal transduction	190.0	1	1	1.0	1.0	2.0	1.0	1.0	1.0		
gene expression	190.0	2	2	2.0	1.0	2.0	1.0				
mitochondrion	190.0	3	2	3.0	1.0	3.0					
endoplasmic reticulum	190.0	3	2	2.0	1.0	2.0	1.0	2.0	1.0		
lipid bilayer	190.0	3	2	2.0	1.0	2.0	2.0	2.0	1.0	3.0	
lipid	190.0	0	3	1.0	3.0	1.0	3.0	1.0			
hypoxia (medical)	191.0	1	1	2.0	1.0	1.0	2.0				
cardiac output	191.0	1	0	3.0	1.0						
blood flow	191.0	3	3	2.0	2.0	2.0					
vasodilation	191.0	2	2	1.0	1.0	1.0	2.0	1.0	2.0		
respiratory system	191.0	2	0	1.0	3.0	3.0	1.0				
blood pressure	191.0	3	3	3.0	2.0	3.0	3.0	3.0	3.0		
ischemia	191.0	1	1	2.0	1.0						
nitric oxide	191.0	2	0	1.0	0.0	1.0	0.0				
oxygen therapy	191.0	3	0	1.0	3.0	1.0					
hemoglobin	191.0	2	2	2.0	3.0	3.0					
acidosis	191.0	1	2	1.0							
carbon dioxide	191.0	1	2	2.0	2.0						
mechanical ventilation	191.0	0	1	2.0	2.0	1.0	1.0				
vasoconstriction	191.0	1	1	1.0	3.0	2.0	3.0	2.0			
hypoxemia	191.0	2	2	1.0	3.0	2.0					
hyperventilation	191.0	3	2	2.0	2.0	2.0	1.0	0.0			
intracranial pressure	191.0	2	0	2.0	1.0	1.0					
gas exchange	191.0	1	3	3.0	2.0	0.0	2.0	1.0			
oxygen	191.0	1	2	2.0	2.0	3.0	3.0	3.0			
radio frequency	192.0	3	2	2.0	0.0	2.0	1.0	0.0			
frequency	192.0	2	2	1.0	2.0	2.0	2.0	1.0			
optics	192.0	1	3	3.0	3.0	1.0	1.0				
radiation	192.0	2	2	2.0	2.0	0.0					
diffraction	192.0	1	2	1.0	2.0						
photon	192.0	1	1	2.0	1.0	1.0	3.0				
fluorescence	192.0	2	3	2.0	1.0	0.0	1.0				
laser	192.0	1	3	3.0	2.0	3.0	2.0	1.0			
spectrum analyzer	192.0	2	0	0.0	2.0	2.0					
refractive index	192.0	2	1	3.0	2.0	1.0	2.0				
emission spectrum	192.0	1	0	2.0	2.0	3.0	3.0				
electromagnetic spectrum	192.0	2	3	2.0	2.0	3.0	3.0				
modulation	192.0	2	2	3.0	1.0	1.0					
wavelength	192.0	2	1	1.0	3.0	1.0	1.0	3.0			
infrared	192.0	0	1	0.0	2.0						
attenuation	192.0	2	1	1.0	0.0						
continuous wave	192.0	0	2	2.0	2.0						
electromagnetic radiation	192.0	2	2	2.0	1.0						
laser diode	192.0	1	2	3.0	2.0	3.0	2.0				
molecule	193.0	2	2	1.0	2.0	1.0					
alkyl	193.0	2	2	1.0	1.0	1.0					
pyridine	193.0	0	1	0.0	1.0	1.0	1.0	2.0	0.0		
dimer (chemistry)	193.0	2	3	3.0	2.0	3.0	0.0	3.0	2.0	3.0	
alkyne	193.0	1	2	2.0	2.0	0.0	1.0	2.0	1.0	0.0	0.0
carbonyl	193.0	1	2	2.0	2.0	1.0					
thiol	193.0	2	1	1.0	1.0	0.0	0.0				
divalent	193.0	3	2	1.0	2.0	3.0	1.0	2.0	1.0		
hydrolysis	193.0	0	3	1.0	1.0	3.0	2.0	1.0	0.0	2.0	
protonation	193.0	2	0	0.0	1.0	2.0					
epoxide	193.0	0	2	2.0	1.0						
aryl	193.0	0	1	2.0	1.0						
